"osm_id","geometry","children","adults","elderly","total_pop","age_entropy_index","osm_category","category","subcategory","name"
1043467,"POINT(122947.90890224007 483465.39048405294)",175,1510,35,1720,0.3878392218538963,"leisure","public","park","Bella Vistapark"
2422947,"POINT(119988.34439681022 483394.9112896306)",220,1545,80,1845,0.48993994820591136,"place","public","square","Gustav Mahlerplein"
2922334,"POINT(120227.8292309829 487960.9387381747)",445,3495,610,4550,0.6366168262929371,"leisure","public","park","Frederik Hendrikplantsoen"
2924345,"POINT(120256.23825184615 488063.50014112017)",375,3065,560,4000,0.638246313202574,"leisure","public","playground",NULL
3583193,"POINT(121490.43032023555 486778.0433097444)",55,1295,135,1485,0.4182059919558332,"amenity","culture","theatre","Universiteitstheater"
3604194,"POINT(122486.3515928221 486405.9257619321)",60,595,245,900,0.7357689361381256,"amenity","culture","social_facility","Sarphatihuis"
3674345,"POINT(119870.669591947 487000.898500217)",255,1680,295,2230,0.6634849776219713,"amenity","culture","arts_centre","De Nieuwe Liefde"
3686810,"POINT(120312.95062893788 482865.22286653373)",60,300,100,460,0.7975511165325083,"amenity","culture","community_centre","MFC Binnenhof"
4366722,"POINT(123201.34248324475 485912.4637143166)",25,90,30,145,0.8420384869622276,"leisure","public","park","Oosterpark"
4376560,"POINT(122412.88371705514 486766.46204265044)",130,1090,405,1625,0.7429298881821595,"leisure","public","park","Wertheimpark"
4734243,"POINT(121012.18887039459 485228.28621840803)",325,3630,375,4330,0.5043274391509689,"leisure","public","playground","Hercules Seghersplein"
4754219,"POINT(119219.8487942596 484102.8888255231)",310,1855,265,2430,0.6466793137751032,"leisure","public","playground",NULL
4842719,"POINT(118475.28513735725 485396.14058821806)",275,1315,205,1795,0.6946632571191556,"leisure","public","park",NULL
4847788,"POINT(118795.6050656511 486898.2050584499)",530,2995,315,3840,0.6119542896077997,"leisure","public","playground","Balboaplein"
4847791,"POINT(118674.09833365887 487011.3937919847)",580,3795,390,4765,0.5848109410156658,"leisure","public","playground",NULL
4847801,"POINT(118778.18079126869 486046.1221201984)",555,2950,285,3790,0.610717605826815,"place","public","square","Bonaireplein"
6316270,"POINT(121564.8877611757 485280.0756890002)",265,2180,280,2725,0.5816029052968039,"leisure","public","park","Sarphatipark"
6316354,"POINT(117115.26549820634 487926.41720303753)",385,1520,170,2075,0.678599550859761,"leisure","public","park","Gerbrandypark"
7112728,"POINT(121467.76282852048 485453.25541164284)",90,1205,135,1430,0.49255816612817854,"amenity","sustenance","marketplace","Albert Cuyp-markt"
7259649,"POINT(124249.8351492546 487231.99812902894)",185,1095,125,1405,0.6157722851745252,"leisure","public","park",NULL
7350368,"POINT(119774.9737298765 482474.5647878515)",40,185,65,290,0.8148502025280273,"leisure","public","park","Gijsbrecht van Aemstelpark"
7884942,"POINT(121844.82924534415 487298.0062177403)",295,3310,715,4320,0.6235471433798683,"place","public","square","Nieuwmarkt"
7911414,"POINT(121129.00609391321 486886.4912042313)",35,1390,210,1635,0.4404634013220583,"place","public","square","Spui"
8483733,"POINT(121226.56260084952 485766.01518113253)",310,2380,370,3060,0.6215775437857893,"leisure","public","park","H.M. van Randwijkplantsoen"
8483734,"POINT(121277.63871434209 485763.05318860937)",85,905,160,1150,0.5966503466305474,"leisure","public","playground","Speeltuin UJ Klaren"
8483735,"POINT(121280.4334402389 485781.34544772084)",220,1665,295,2180,0.6443940813767796,"leisure","public","park","Tweede Weteringplantsoen"
8522304,"POINT(120642.53866443461 486374.4564737114)",135,2000,230,2365,0.4841033243211556,"place","public","square","Leidseplein"
9194650,"POINT(119322.80142450494 487784.6118470976)",325,1990,175,2490,0.574837247580559,"leisure","public","playground",NULL
9654329,"POINT(129079.01282535619 484717.39450976095)",440,1125,35,1600,0.6246889818005902,"leisure","public","park","Theo van Goghpark"
9675033,"POINT(122977.94063384135 485218.0649194329)",480,2535,375,3390,0.6714527971938168,"leisure","public","playground",NULL
10212039,"POINT(121079.35988662987 485840.75771689205)",170,1445,250,1865,0.6238775499880288,"leisure","public","park","Eerste Weteringplantsoen"
10573385,"POINT(125306.8527192683 484117.60686480376)",175,975,195,1345,0.7086546049364065,"leisure","public","playground",NULL
10717948,"POINT(123160.4286322068 485211.4635550415)",745,3905,570,5220,0.6706708915158238,"leisure","public","playground","basket"
11385489,"POINT(127302.41169895066 481582.28248717135)",170,635,50,855,0.6445696699598209,"place","public","square","Goed Geluimd hof"
11670011,"POINT(122918.78531904802 484469.5709867391)",95,555,150,800,0.7469064461590208,"leisure","public","playground",NULL
11729983,"POINT(126843.48663009572 481223.29082323785)",450,1870,195,2515,0.6612777826181175,"leisure","public","playground",NULL
11729989,"POINT(126831.63323837428 481303.6388791703)",500,1845,355,2700,0.7639200979008658,"place","public","square","Bijlmermonument"
12882288,"POINT(123816.59381665297 484960.364938625)",200,755,155,1110,0.769916181268926,"leisure","public","playground",NULL
21512760,"POINT(121597.21421043116 484160.9750407401)",610,2935,570,4115,0.7262074284660591,"leisure","public","park",NULL
22964107,"POINT(122378.4022348064 488588.373933366)",35,90,20,145,0.830462688766254,"leisure","public","park",NULL
23289623,"POINT(122415.71096275252 486565.86263787077)",145,1285,445,1875,0.7266002587269347,"leisure","public","park","J.W. van Overloopplantsoen"
24979061,"POINT(118500.47710455346 487744.5635846969)",415,2935,280,3630,0.5619890661855602,"leisure","public","park",NULL
24979184,"POINT(118544.2058427663 487583.0939109162)",55,425,50,530,0.5778858812589339,"leisure","public","park","Erasmuspark"
25029549,"POINT(118984.36129087754 488332.13594532403)",410,2490,210,3110,0.5708411609339592,"leisure","public","park",NULL
25029551,"POINT(119034.60418911587 488281.15717864624)",520,2765,250,3535,0.6020684051032383,"leisure","public","park",NULL
25029905,"POINT(118660.77008484954 487930.0481911309)",605,3835,345,4785,0.5720415674689351,"leisure","public","park",NULL
25029910,"POINT(118606.23777700073 488000.94731738267)",555,3660,355,4570,0.5755995171800143,"leisure","public","park","Theophilusplantsoen"
25029914,"POINT(118564.16856948785 488142.27204140334)",365,1740,210,2315,0.6586268888658227,"leisure","public","park","hertspiegelplantsoen"
25047934,"POINT(121425.1978274112 485272.12742745987)",450,4115,445,5010,0.539910239386229,"leisure","public","playground",NULL
25291059,"POINT(119024.84234054321 484738.55413380574)",430,2685,730,3845,0.7383869419398922,"leisure","public","playground",NULL
25649083,"POINT(120040.93877631529 484702.3347586975)",450,1355,380,2185,0.842831536948475,"leisure","public","park","Adama van Scheltemaplein"
25649232,"POINT(119790.81636751443 484691.72181914834)",520,1445,460,2425,0.8683751599909089,"leisure","public","park","Veroneseplantsoen"
25653454,"POINT(119988.23272116313 484418.94161177997)",595,2035,605,3235,0.8342894485174416,"leisure","public","park","Prof. Durrerplantsoen"
25741234,"POINT(119549.70558449476 484457.3898759198)",65,300,70,435,0.7593925858686265,"leisure","public","playground","Halve Maan"
25790931,"POINT(114692.2161843317 483953.6710588327)",35,235,55,325,0.70550564615898,"leisure","public","playground","Speeltuin Sloten"
25800735,"POINT(120461.27411725307 486292.71235950856)",95,1080,155,1330,0.5535073649305595,"leisure","public","park","Leidsebosje"
25809009,"POINT(120528.29661780332 486198.3355949108)",20,640,75,735,0.41095620553803885,"leisure","public","park","Leidsebosje"
25885100,"POINT(118685.11105138346 485317.9418497208)",270,1910,230,2410,0.5950467006819821,"leisure","public","playground",NULL
25965389,"POINT(120557.42808868966 485613.7712312124)",160,785,165,1110,0.7350611819182303,"leisure","public","park","Museumplein"
25965826,"POINT(120677.65002483898 485404.1991441327)",420,2190,380,2990,0.6971869941315478,"leisure","public","park",NULL
26037982,"POINT(120554.43950349552 483955.51543454744)",5,45,25,75,0.7766490138119514,"leisure","public","park","Beatrixpark"
26219416,"POINT(120416.13893060593 487763.99371661124)",355,3500,805,4660,0.6503342592295881,"leisure","public","playground",NULL
26219588,"POINT(121255.60679798538 488091.9347381319)",260,2360,565,3185,0.6676164504786284,"leisure","public","playground",NULL
26219669,"POINT(120529.92674605717 488345.60277115734)",145,1310,230,1685,0.6177002350574342,"leisure","public","playground",NULL
26219738,"POINT(119859.99090840858 488875.1106186953)",10,90,20,120,0.6567045482143387,"leisure","public","playground",NULL
26237022,"POINT(122794.931471331 488577.1819319881)",300,1320,205,1825,0.7069811672913764,"leisure","public","park","Spreeuwenpark"
26269304,"POINT(120625.69026488115 488060.48068138113)",235,2275,510,3020,0.6484992222232024,"leisure","public","playground","Noorderspeeltuin"
26269382,"POINT(120736.5409086812 488375.1566479508)",420,4010,835,5265,0.6381978114014613,"leisure","public","playground",NULL
26440301,"POINT(121688.50517885576 484942.11513095855)",485,3440,665,4590,0.6676744387782815,"leisure","public","playground","Speeltuin Henrick de Keyser"
26446429,"POINT(122142.62999280743 488526.7110433706)",25,255,20,300,0.4785612993033061,"leisure","public","park","Tolhuistuin"
26493165,"POINT(115702.87409976206 484687.4030321394)",90,515,90,695,0.6840638193988624,"leisure","public","park","Kasterleepark"
26493891,"POINT(118220.18038811428 485277.89155805774)",470,2710,355,3535,0.6397353467587517,"leisure","public","park",NULL
26556794,"POINT(119451.37162187244 485716.6782868151)",15,175,65,255,0.7040208996542612,"leisure","public","playground","Waterspeeltuin"
26712848,"POINT(123113.7039075642 486596.72948944033)",0,5,0,5,-0,"leisure","public","playground",NULL
27087435,"POINT(120797.9061838141 482889.6054441224)",200,1065,525,1790,0.8315583586668687,"leisure","public","playground",NULL
27149334,"POINT(122114.0796182872 487262.17801481305)",150,1520,400,2070,0.6686829301901526,"leisure","public","playground","Speeltuin De Waag"
27168722,"POINT(123366.82107570578 485196.2972906513)",830,4305,585,5720,0.661905985810849,"leisure","public","park","Transvaalplein"
27273700,"POINT(118404.99858930915 484118.48390249535)",0,5,0,5,-0,"leisure","public","park","Parkeiland"
27303468,"POINT(122707.86649329172 486669.5352915785)",135,1000,390,1525,0.7646628307920555,"shop","stationery_shop","gift",NULL
27381122,"POINT(124567.27672013623 482940.51601883624)",10,70,10,90,0.6223659728744494,"leisure","public","playground",NULL
27416022,"POINT(119756.72375481331 484582.3382147967)",460,1340,425,2225,0.862433542007238,"leisure","public","park","Raphaëlplein"
27451927,"POINT(121778.99465227981 483770.380783133)",385,2665,640,3690,0.7051587917747614,"leisure","public","playground","Pres. Kennedyplantsoen"
27688080,"POINT(123547.77303730302 486903.5938220513)",175,1255,240,1670,0.6643590112272508,"leisure","public","park","Oostenburgerpark"
27889762,"POINT(124105.27739058234 485856.6847646057)",510,2510,480,3500,0.7205119804639792,"leisure","public","playground",NULL
29995021,"POINT(119303.9989839725 486943.2146201624)",560,3270,425,4255,0.6365762664716488,"place","public","square","Kortenaerplein"
30044304,"POINT(120712.38004165549 487019.4718532946)",115,1030,210,1355,0.6433249037325107,"amenity","culture","arts_centre","Felix Meritis"
30241473,"POINT(126110.47191587758 487073.4464632346)",15,530,0,545,0.11471133961396152,"amenity","sustenance","fast_food","Eiburgh Snacks"
30731918,"POINT(118894.48140374172 484984.7926555632)",600,3370,440,4410,0.6434335060881191,"shop","sportsvehicles_shop","bicycle","Zwarte Fietsenplan"
31346333,"POINT(121649.06427150166 486165.13604581536)",240,1890,400,2530,0.6671329826549003,"leisure","public","playground",NULL
31726005,"POINT(123879.73475741535 486270.06918085227)",620,4090,710,5420,0.6615055607270254,"amenity","sustenance","pub","Bar Botanique Cafe Tropique"
31742462,"POINT(120939.6623178677 487843.3558183963)",70,1040,180,1290,0.5521488849017001,"amenity","culture","arts_centre","De Rode Hoed"
33207504,"POINT(120522.90661321497 488932.4785076524)",175,1105,175,1455,0.6539607449218893,"leisure","public","park","Domela Nieuwenhuisplantsoen"
33831435,"POINT(124340.31968004677 484480.27050068864)",260,1165,540,1965,0.84881631114859,"leisure","public","park","Robert Kochplantsoen"
34008768,"POINT(118994.21152648656 481566.8287210922)",55,220,30,305,0.7032949508012557,"leisure","public","park",NULL
34032818,"POINT(119993.07975880054 483600.66559171444)",45,315,15,375,0.4821022921402596,"amenity","sustenance","cafe","Kiosk"
34032821,"POINT(120691.96073850631 486373.6656736538)",140,2175,255,2570,0.48151017808920443,"amenity","sustenance","fast_food","Burger King"
34032833,"POINT(118464.4569482695 489521.6481055868)",0,0,0,0,0,"amenity","sustenance","fast_food","Burger King"
34032847,"POINT(123040.06271836552 484379.413167296)",105,800,110,1015,0.6036056296801279,"amenity","sustenance","fast_food","Burger King"
34032851,"POINT(121327.00245634795 487438.0014536338)",85,2120,100,2305,0.3047232944521538,"amenity","sustenance","fast_food","Burger King"
34032855,"POINT(121429.26445817002 486663.2677791731)",25,1035,85,1145,0.33483182623437335,"amenity","sustenance","fast_food","Burger King"
34032893,"POINT(124948.23787065376 478379.6794969502)",5,30,0,35,0.37330396038588726,"amenity","sustenance","fast_food","Burger King"
34043796,"POINT(125006.66181784254 478417.28882465867)",5,90,0,95,0.18768409270499462,"amenity","sustenance","restaurant","Sizzling Wok"
34044093,"POINT(121386.01798440567 487433.91615824064)",85,1875,135,2095,0.3695667573351714,"amenity","sustenance","restaurant","De Roode Leeuw"
34044096,"POINT(121373.0025368438 486647.99531562615)",40,1320,125,1485,0.3735366000843465,"amenity","sustenance","fast_food","McDonald's"
34044655,"POINT(125535.7290799389 480939.4234032767)",70,290,55,415,0.7450190201640778,"shop","general_shop","supermarket","Albert Heijn"
34044674,"POINT(117733.81802961344 484699.5996434956)",320,1755,135,2210,0.5767598869163412,"shop","general_shop","supermarket","Albert Heijn"
34044679,"POINT(116819.48321104256 485380.1157550675)",190,800,160,1150,0.750348217400329,"shop","general_shop","supermarket","Albert Heijn"
34044693,"POINT(123182.7639577721 485304.3477224784)",955,4865,700,6520,0.6730564017985399,"shop","general_shop","supermarket","Albert Heijn"
34044700,"POINT(120447.92521059504 485605.0472194125)",400,1720,395,2515,0.7673291604638733,"shop","general_shop","supermarket","Albert Heijn"
34044703,"POINT(121983.69597551694 485094.21258623427)",720,6100,865,7685,0.5925973093420703,"shop","general_shop","supermarket","Albert Heijn"
34044707,"POINT(119326.9714573319 484333.2790783822)",650,3890,700,5240,0.6817404116773033,"shop","general_shop","supermarket","Albert Heijn"
34044712,"POINT(120326.89538898956 482687.34126270347)",155,750,315,1220,0.8290737236054188,"shop","general_shop","supermarket","Albert Heijn XL"
34044713,"POINT(119742.11016092819 485208.26979262667)",585,2105,395,3085,0.7639445071584836,"shop","general_shop","supermarket","Albert Heijn"
34044720,"POINT(118760.28463913355 486374.5392539718)",545,3170,485,4200,0.6613913820536317,"shop","general_shop","supermarket","Albert Heijn"
34044730,"POINT(117563.12842214844 486340.25634463935)",480,2775,275,3530,0.600139420662175,"shop","general_shop","supermarket","Albert Heijn"
34044747,"POINT(124454.11888093437 487437.8509976431)",355,1735,205,2295,0.6516670772588413,"shop","general_shop","supermarket","Albert Heijn"
34044748,"POINT(121071.02928163545 488311.09750838584)",360,3115,685,4160,0.6603049981874515,"shop","general_shop","supermarket","Albert Heijn"
34044750,"POINT(120727.72453443956 487453.0755992647)",190,2075,440,2705,0.6238256906330203,"shop","general_shop","supermarket","Albert Heijn"
34044751,"POINT(120767.12141771399 487960.67579074187)",325,3190,715,4230,0.6466761218551293,"shop","general_shop","supermarket","Albert Heijn"
34044760,"POINT(124526.68613249098 486169.0860782434)",670,4740,550,5960,0.5895989620567542,"shop","general_shop","supermarket","Albert Heijn"
34044762,"POINT(123559.12036236844 486160.3101223489)",355,2560,475,3390,0.6587703047961311,"shop","general_shop","supermarket","Albert Heijn"
34044767,"POINT(121803.00283802944 487313.0047449096)",325,4040,790,5155,0.5941186805594338,"shop","general_shop","supermarket","Albert Heijn"
34044769,"POINT(121283.1760618278 486221.04938354134)",290,2165,430,2885,0.6645629609199432,"shop","general_shop","supermarket","Albert Heijn"
34044772,"POINT(120592.10573310984 487006.20860192465)",320,2980,665,3965,0.6528463302322339,"shop","general_shop","supermarket","Albert Heijn"
34044774,"POINT(120086.55524344518 486220.47680964356)",485,3150,580,4215,0.6730114833306089,"shop","general_shop","supermarket","Albert Heijn"
34045171,"POINT(119052.71739402352 482126.065975445)",275,1075,490,1840,0.8651161133124305,"shop","general_shop","supermarket","ALDI"
34045184,"POINT(122390.0966996462 484099.584837561)",385,2875,545,3805,0.6570985581882093,"shop","general_shop","supermarket","ALDI"
34045185,"POINT(121145.00119420612 485969.9729427184)",265,2125,330,2720,0.6149934439483369,"shop","general_shop","supermarket","ALDI"
34045186,"POINT(121028.51660017556 484802.8049978528)",235,1685,240,2160,0.61824063692981,"shop","general_shop","supermarket","Aldi"
34045704,"POINT(127737.00035361573 478848.99826948176)",70,350,140,560,0.8194483718728035,"shop","general_shop","supermarket","Jumbo"
34045738,"POINT(124274.23595742209 490235.76649452874)",140,775,360,1275,0.8212486143351115,"shop","general_shop","supermarket","Jumbo"
34045747,"POINT(120640.75676030651 482160.2004273364)",100,1050,225,1375,0.630564129482927,"shop","general_shop","supermarket","Jumbo Amsterdam Kastelenstraat"
34045748,"POINT(122543.91934335648 485422.8884502431)",260,2200,285,2745,0.5787174479881567,"shop","general_shop","supermarket","Albert Heijn"
34045751,"POINT(114079.94767345357 484815.3361517171)",305,1375,300,1980,0.7530252734293014,"shop","general_shop","supermarket","Jumbo De Aker"
34045758,"POINT(123972.93691655823 486250.3333984081)",690,4480,570,5740,0.6166389226112725,"shop","general_shop","supermarket","Albert Heijn"
34045955,"POINT(119842.78252684447 486804.9082210143)",85,915,90,1090,0.5022710041231395,"shop","general_shop","supermarket","Dirk vd Broek"
34045960,"POINT(120321.89863928943 488421.0319132306)",550,3920,730,5200,0.6610603218489624,"shop","general_shop","supermarket","Dirk van den Broek"
35159825,"POINT(119092.0628337496 488053.105923023)",375,1880,190,2445,0.6263708986965885,"leisure","public","playground","Karel Doormanplein"
35678347,"POINT(121043.36571779415 491868.20017237694)",355,1440,395,2190,0.800600315034493,"leisure","public","park",NULL
35702981,"POINT(115535.97072197708 485503.5729579934)",45,240,75,360,0.7801071010409176,"leisure","public","park","Dwaze Moedersplein"
37649124,"POINT(120166.10566140324 489228.4477272264)",335,1855,465,2655,0.7435189008208591,"leisure","public","park","Spaarndammerplantsoen"
38815966,"POINT(122317.91824361534 484668.06341146334)",350,2120,365,2835,0.6731251734702222,"leisure","public","playground",NULL
38815976,"POINT(122334.14979403427 484562.31357008294)",360,2390,390,3140,0.6509341679749431,"leisure","public","playground",NULL
38862670,"POINT(122112.81156989672 484982.2187175693)",725,5380,900,7005,0.6381695037689067,"leisure","public","playground",NULL
38873394,"POINT(122364.65278028348 484907.01973073446)",380,2135,465,2980,0.7203553474426138,"leisure","public","playground",NULL
38873395,"POINT(122296.75748113028 484894.5824834435)",410,2385,500,3295,0.7094250471356089,"leisure","public","playground",NULL
41821878,"POINT(122345.20857694307 490714.69387393957)",35,105,25,165,0.8214555331862756,"leisure","public","park","Buiksloterbreekpark"
42258044,"POINT(119830.96997729466 488850.8405825873)",10,90,20,120,0.6567045482143387,"amenity","culture","arts_centre","Westergasfabriek"
42369073,"POINT(119577.95692305545 481535.6878728209)",10,40,10,60,0.7896900821428475,"leisure","public","playground",NULL
43040626,"POINT(121310.32514514687 488219.5658122944)",120,1305,305,1730,0.6405647876902492,"leisure","public","playground",NULL
43697161,"POINT(122918.3384194442 489434.11643880187)",325,1035,225,1585,0.8013093981479222,"leisure","public","playground",NULL
44213014,"POINT(119540.13092927354 485665.48973630375)",15,175,65,255,0.7040208996542612,"leisure","public","park","Vondelpark"
44451603,"POINT(122975.10568867311 484155.3684407547)",95,640,210,945,0.7546983542382055,"amenity","sustenance","cafe","Blooker"
44532021,"POINT(119592.20915112775 486327.21029889287)",625,4780,970,6375,0.6645418100446763,"amenity","culture","arts_centre","LAB 111"
44572342,"POINT(119461.40796882966 486933.5493205501)",700,5205,560,6465,0.5708383674287308,"amenity","culture","community_centre","Buurtcentrum de Havelaar"
44697094,"POINT(120895.70768289098 488434.20684935246)",420,3680,780,4880,0.6526377658312822,"leisure","public","playground",NULL
44824166,"POINT(122059.61291007827 488408.4720956451)",15,230,10,255,0.3520211317774202,"amenity","sustenance","restaurant","Café-Restaurant De Pont"
44824314,"POINT(121230.869985472 490529.0326314371)",0,115,0,115,-0,"amenity","sustenance","restaurant","IJ-kantine"
44824393,"POINT(122150.37449071342 488480.6831677054)",25,255,20,300,0.4785612993033061,"amenity","sustenance","restaurant","Tolhuis"
44824570,"POINT(122160.22979263871 489525.1178365475)",90,150,0,240,0.6021808102656677,"shop","discount_shop","second_hand","De Lokatie"
44826400,"POINT(121388.16137676143 492259.3315137811)",190,655,305,1150,0.8829946265143408,"shop","general_shop","mall","Molenwijk"
44827346,"POINT(123792.77563493315 489653.8280279834)",345,1465,460,2270,0.8123336860218463,"amenity","culture","community_centre","'t Vuurschip"
44898238,"POINT(123257.72674910983 483405.2907039894)",135,1585,5,1725,0.26769836509486206,"amenity","sustenance","fast_food","McDonald's"
44979617,"POINT(123172.1782017905 484005.18276237434)",65,610,110,785,0.6168334585167745,"amenity","sustenance","cafe","Café De Omval"
44979752,"POINT(123670.93389497246 484178.99065726605)",160,845,370,1375,0.8217136731502572,"amenity","sustenance","fast_food","Friet van Oost"
44980076,"POINT(124935.31909154945 484612.61387533264)",30,125,20,175,0.7195974817108705,"amenity","sustenance","pub","Jaap"
45037824,"POINT(123888.14094038187 485628.9729594268)",270,1300,250,1820,0.7246416858046866,"amenity","culture","arts_centre",NULL
45037983,"POINT(124643.53217592665 486412.8750623481)",390,2345,330,3065,0.6436779794122364,"amenity","culture","community_centre","Buurthuis Archipel"
46517752,"POINT(116842.35064278566 492798.9221592578)",0,20,5,25,0.4554859150035952,"amenity","sustenance","restaurant","Cafetaria Hembrug"
46696080,"POINT(120380.26673789229 485492.59300672496)",225,915,200,1340,0.7682471873490447,"amenity","culture","theatre","Concertgebouw"
47201463,"POINT(119909.50043543792 486266.62274939654)",260,1760,380,2400,0.6918173662458298,"leisure","public","playground","Andreasveldje"
47584333,"POINT(115643.27633471902 488450.27829796507)",5,20,5,30,0.7896900821428475,"leisure","public","playground",NULL
48795373,"POINT(113791.5723715085 485431.9479400336)",190,485,70,745,0.7738008297844208,"leisure","public","playground",NULL
48798151,"POINT(116184.48177260825 485393.09213267453)",145,665,240,1050,0.8192452976643014,"leisure","public","playground",NULL
53470418,"POINT(122356.39366813248 489136.6575489134)",350,1625,180,2155,0.651207642849232,"leisure","public","playground","Volewijk"
55158799,"POINT(119694.51519644773 487688.3491902056)",100,895,60,1055,0.4787016324079068,"leisure","public","park",NULL
55221732,"POINT(125079.19430317439 490043.55061198416)",30,300,185,515,0.7720409848502022,"leisure","public","playground",NULL
55239003,"POINT(123579.70687727322 489450.70655163005)",355,1410,370,2135,0.7974247555884127,"leisure","public","park",NULL
55251695,"POINT(123628.18129347666 489412.0246874479)",355,1410,370,2135,0.7974247555884127,"leisure","public","park",NULL
57859718,"POINT(116885.88936710046 484749.74953582446)",475,1610,180,2265,0.7022074646619183,"shop","beauty_shop","hairdresser",NULL
57860598,"POINT(113711.44819788754 484596.219035814)",220,925,70,1215,0.6202997765181578,"leisure","public","playground",NULL
57861220,"POINT(121158.0959282973 487422.76556473604)",115,2140,200,2455,0.42541688320590143,"shop","general_shop","mall","Magna Plaza"
57861342,"POINT(118279.36216545149 483213.3445998751)",0,0,0,0,0,"amenity","sustenance","restaurant","Het Bosch"
57861717,"POINT(116885.45869273749 484785.6549107206)",390,1185,170,1745,0.7505438862522503,"amenity","sustenance","fast_food","Wokchef.nl"
57862001,"POINT(119943.35013750136 485785.8372681427)",120,390,180,690,0.8895131213678054,"amenity","sustenance","cafe","Blauwe Theehuis"
57863115,"POINT(120586.2054555338 486381.49148657534)",25,550,80,655,0.4807550071173523,"amenity","culture","theatre","Internationaal Theater Amsterdam"
57863998,"POINT(123106.22686107559 486629.0421922836)",0,5,0,5,-0,"amenity","sustenance","restaurant","De Twee Cheetahs"
57864274,"POINT(121254.24744452798 485787.0878133093)",180,1445,245,1870,0.6288158408783554,"amenity","sustenance","restaurant","Carrousel"
57865237,"POINT(117528.55768223203 489079.55086063384)",0,90,0,90,-0,"amenity","sustenance","restaurant","Brasserie Hermes"
57867364,"POINT(116490.00108537605 488110.7104097403)",30,125,60,215,0.8613461021013985,"amenity","sustenance","cafe","Cafe Plein '40-'45"
57867539,"POINT(118716.99991126936 488156.7530109994)",490,3335,310,4135,0.5646943406052859,"amenity","culture","theatre","Podium Mozaïek"
59741747,"POINT(123003.54112897578 485601.8112179242)",705,3700,550,4955,0.673151742034354,"shop","stationery_shop","newsagent","Primera"
61096610,"POINT(120158.56333888328 485406.432092973)",590,2460,705,3755,0.8027415323140404,"amenity","sustenance","marketplace","zuiderMRKT"
61097042,"POINT(118958.99324801989 485864.0864961487)",355,2820,200,3375,0.5046838505333149,"leisure","public","playground","J.J. Cremerplein"
61793632,"POINT(123263.82573609009 484136.1901386234)",260,1280,285,1825,0.7431006325892132,"leisure","public","playground",NULL
62127259,"POINT(124625.95453815673 483079.7927699071)",10,70,10,90,0.6223659728744494,"amenity","sustenance","pub","Brugzicht"
62193195,"POINT(113449.38199498058 484343.43923007563)",10,35,10,55,0.8260742242427029,"leisure","public","playground",NULL
63634718,"POINT(114394.26377911106 487871.65658003505)",110,465,150,725,0.8164267350194379,"leisure","public","park","Park De Kuil"
65203634,"POINT(123399.42927527368 489034.5391732984)",175,800,120,1095,0.6960562969410876,"leisure","public","playground",NULL
65211065,"POINT(123449.40971889724 489185.33056235785)",220,930,125,1275,0.69269948754864,"leisure","public","playground",NULL
65388801,"POINT(123599.01918408427 489535.29445335624)",340,1270,355,1965,0.8144613964435133,"leisure","public","playground",NULL
66681688,"POINT(122963.70759190668 485036.31968356716)",470,2845,420,3735,0.649808945876497,"leisure","public","park","Afrikanerplein"
71502195,"POINT(122346.36909444939 489327.3027462444)",490,1805,180,2475,0.6749334769001065,"leisure","public","playground",NULL
72204848,"POINT(121827.93149707932 487033.4153051234)",150,1660,575,2385,0.7001350991096245,"place","public","square","Zuiderkerkhof"
72867722,"POINT(126330.00834251258 481256.24994761473)",155,925,225,1305,0.7282631656720757,"leisure","public","playground",NULL
72867727,"POINT(126327.33670621236 481658.7252979413)",295,1635,280,2210,0.685866468423796,"leisure","public","playground",NULL
72867729,"POINT(126488.7926674987 481062.69243902946)",350,1550,230,2130,0.6994346124457308,"leisure","public","playground",NULL
72871487,"POINT(125636.47437560865 480176.6111488914)",390,1250,130,1770,0.7015323753482055,"leisure","public","playground",NULL
73998749,"POINT(119401.0430065697 486907.8735277347)",485,3770,405,4660,0.5636753991712509,"leisure","public","park","Zimmerterrein"
73998931,"POINT(119907.12651982853 484852.4948022149)",315,960,275,1550,0.8441073748483279,"leisure","public","park",NULL
73998956,"POINT(119448.64237284553 485560.54574815277)",85,320,75,480,0.7890970920659102,"leisure","public","park","Schapenweide"
73999125,"POINT(119326.57998893186 487421.628446217)",345,2635,250,3230,0.5489155262043872,"leisure","public","dog_park",NULL
73999412,"POINT(119871.57295503645 484456.87782143685)",770,2535,735,4040,0.8359632251955278,"leisure","public","park",NULL
73999516,"POINT(119921.70347360047 484592.59056413587)",585,1780,560,2925,0.8562027061018679,"leisure","public","park",NULL
73999549,"POINT(119344.92967901031 487179.99233295454)",590,4050,425,5065,0.5799979212951941,"leisure","public","dog_park",NULL
73999566,"POINT(119874.04073607741 484412.6812296411)",755,2515,770,4040,0.841463591484738,"leisure","public","park",NULL
73999633,"POINT(119860.22946837937 485845.65545375645)",100,320,165,585,0.9001755442256725,"leisure","public","playground",NULL
73999646,"POINT(119912.87522667958 484741.9551291174)",480,1345,460,2285,0.8760225434771541,"leisure","public","park",NULL
74042116,"POINT(121986.17980818858 484564.42497361306)",375,2805,520,3700,0.6533050748349051,"leisure","public","park",NULL
74080008,"POINT(120315.55337659974 488803.1850749655)",65,660,115,840,0.6005161676636307,"leisure","public","park",NULL
